text,sentiment
Disneyland was a blast yesterday now back to work,positive
 Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,positive
 of course i would,positive
 Hi there! Nice to meet you,positive
 thanks for the link love yesterday by the way,positive
 thank you for the link! it explains a lot! and I`m glad you`re feeling good! I`ve a friend coming tomorrow. will be fun!,positive
Can`t believe how gorgeous the weather has been today & I`ve had to spend it at work!,positive
 In Toronto  waiting for YOU!!! 48 days to go!,positive
wants cookie,positive
 Happy Birthday!!!!!,positive
Just five more days. Five more long days. Ahh!,positive
"happy mother`s day to all the mama`s out there, be greatful and appreciate your mama",positive
 I must agree I do like blackberries!,positive
it`s friday! trying to find something to do,positive
I dedicated today to Mothers Day videos because without Moms (and Dads) we wouldn`t be here tweeting.,positive
Saw the new Star Trek movie yesterday `twas  very good. Having a quiet day today - off to the gym then for lunch,positive
Night Night Everyone.    HAPPY MOTHERS DAY to all mothers,positive
great. more rain,positive
 dont ya know? people love the human society,positive
" i`m sure you`re sleeping, but you`ll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",positive
Thanks to:      New followers!,positive
"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",positive
 No I haven`t had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.,positive
"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.",positive
"happy mothers day @ my mum  (also to my sis  and my 'mum' jess, ahah)",positive
"_leslie I love the video!! You are inspiration Mr. Leslie, can`t wait for the new album still rocking the debut.",positive
: love the song 'together'. that`s 'his' song for me...well i think it`s still is,positive
BOOK NOW & SAVE:SUMMER 2009 * THE AMAZONES VILLAGE SUITES****-CRETE-GREECE! THE BEST PLACE TO BE!,positive
i love mandy moore so much  and also angela,positive
being surrounded by student houses having barbecues and playing **** music is hardly conducive to a good job-applying frame of mind,positive
May the Forth be with you... ha yes... Today is my birthday  Star Wars day... Aren`t i lucky you star wars Fans?,positive
  thanks  I`m holding my mini laser light thingy lol. How are u?,positive
_Butler I think/hope they might put an age limit on next year on the back of that  #bgt,positive
"HAPPY B-DAY TO LINA  haha, your birthdaypresent to me would be to comment on the new video ;) http://bit.ly/17Cy61",positive
" Woot freaking hoo, tho Mad World isn`t doing well on the iTunes top #100 chart.",positive
"All in all, a good weekend",positive
It figures. It starts raining as I am freed from work,positive
Mondays aren`t so bad when they are this sunny  #fb,positive
Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.,positive
Writing Mother`s Day cards for my mom and gran...  hurray!,positive
"_aureole Oh my gosh, so cute!!!",positive
Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,positive
out enjoying the weather before i have to go to work.. last shift with ,positive
" I`d love to, but i`m all the way in India.",positive
 the happiest place on earth  j`adore,positive
Happy mother`s day and to the god mother`s and step mother`s too....,positive
Watching the Pianist with my dad great movie.,positive
" i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!",positive
" we got Watts, Chingo Bling, The Chile.. can`t do this thang without BGeezy, we need u on the show!   http://bit.ly/12R3c3",positive
 thanks   got a hold of someone there who knew their stuff..at last!,positive
 wow I love it !!! thanks,positive
Just picked up my copies of the printed brochures I did for the BWRC. So excited,positive
"sleepy time! and, my room is finally clean.",positive
WOW. My teacher just called me a skunk cuz of my hair,positive
Just passed a wrecked car  hoping everyone got out OK. Finally picking up speed. Should have been in B`mpre by now.,positive
" Oh good, this thing is viral now",positive
listing to music while putting the finishing touches on my mothers day present and the cool part is it didn`t cost my a thing,positive
Greys Anatomy is so fuckn awesome atm!!,positive
About to embark on a large tour of bars for a project.  Hopefully I won`t die from alcohol poisoning,positive
 thank you for your comment,positive
 thankyou,positive
 i agree with  spongebob is better,positive
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,positive
_emo_zac and a good morning from france to my zaccie,positive
" Thanks, Kelly! You are too sweet!",positive
 happy birthday month!! I only get a day but you deserve the whole month,positive
 thanks alot. Hope you can help spread the word and get people involved. We are already making a real difference,positive
 ahahahaha you love Twilight don`t liee!!!  and we all know I love Robert Pattinson!!,positive
"Well, I`m here, good morning/brunch-ish I took my exam, think I did good",positive
": G`night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",positive
 Totally!!! Rock onnnn!,positive
 Aw thank you. I suppose it`s a good thing since it means more tweeting.,positive
 yay! you should do it. just think about the animals and it`s not as hard,positive
 anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet,positive
  Hi Jenna. Hope all is well   Just thinking of you and wishing you the best! Lots of love from over here in New York!!!,positive
" ooh a storm, that`s always welcome news  Happy Mothers Day!",positive
" wow. have a safe trip back home  and we`re all begging you, please come back to bloomington as soon as you can!",positive
Love my mommy happy mothers day,positive
"despite rain, having a fantastic day",positive
waiting for the last video to be rendered. while watching episode 11,positive
Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!,positive
  thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,positive
 that was so much fun! the banana dessert alone is worth the trip to austin! we`ll be back soon,positive
Liking the Windows 7 Release Candidate so far... (also liking my new video card and terabyte harddisk  ),positive
ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl  HAPPY MOTHERS DAY,positive
Happy Mother`s Day Mama bear,positive
 awesome! have to take a look at them when i`m home.,positive
"the scrubs finale was beautiful, just so so perfect. can`t believe they`re gonna do another season",positive
Goin 2 eat some SMACKS 4 breakfast then getting started on my day- catch ya on the flipside- I really wish I cud go mobile-dang Bahrain,positive
 well she likes it so i call it a SUCCESS,positive
"Happy Mother`s day! Going to cook something, thank goodness there`s tablespotting",positive
"Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here, please help a girl out",positive
" so wednesday my mom is making a huge special dinner & whatnot to celebrate the new single, just so ya knoww",positive
 Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!,positive
" Hey lady, will you be coming to Canada in the fall? I`d love to see you in concert some time! It`ll be my 1st time!",positive
Nice and clean now,positive
I think I might like Twiterfon better than Tweetie now. Recent upgrades from Twiterfon have been great! None from Tweetie,positive
" yes i love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks",positive
 because i stopped today :S wish me luck.....  (had to overload first),positive
_LeAnn if it makes you feel better im studying on a sat night w/o blackberries,positive
Yay! I finally made sales at the gallery; Really helps when the artists are there,positive
   Hey Honey  Bunny here  big bunny hugs,positive
I`m not sure why walking around in barnes and noble comforts me so much. O well now I`m off to work,positive
 blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,positive
HAPPY MOTHER`S DAY to all of the wonderful women out there.  Have a great and relaxful day.,positive
I have just been to see the Jonas Brothers 3D movie with   was funny NO ONE else was there  hahah can`t... http://tinyurl.com/magcwo,positive
good night! im off to sleeep!!!! 5 am  good mornining! xD,positive
is  wishing work was done soon  <3,positive
13 hours til i`m on a plane. Ahhh yay,positive
  get well soon!,positive
" thanks  let me know which print from my gallery you would like, and we can work the details out",positive
" they were lushh wernt they, i managed to keep up to lol aww they were amazing  ****",positive
aw taxi man is going fast just for meee,positive
  i like yours too   i enjoy your photography. =],positive
_zulu or get up on that Michael Jackson ish.  Not a bad look IMO,positive
" Oh, and Happy Judd Day haha  #juddday",positive
got it? good. HAPPY MOTHERS DAY!,positive
woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,positive
i like this Dr. Seuss quote - Ã¯Â¿Â½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,positive
"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",positive
had an amazing night with the girls,positive
wishes Happy Mother`s Day!,positive
" I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",positive
Such a beautiful day...wish my bike hadn`t been run over by a car - hit and run.   #bikeTO,positive
A VERY HAPPY MOTHER`S DAY TO ALL MOTHERS OUT THERE! Mamma Mia - Abba   ? http://blip.fm/~5z5uw,positive
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,positive
Rain makes for a good study day  almost done!!,positive
 we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!,positive
"this song called stolen, it soooo amazing!! it by Dashboard Confessional",positive
Hoping I hear something soon about Krystles surgery,positive
_yeah - I know the feeling... Good morning mate!,positive
Neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..HAPPY LADIES DAY 2MORO THEN...is dat better,positive
Goin to bed... Finally. So sleepy! *Happy mothers day!*,positive
going to see star trek with my babe  im actually excited about this hah,positive
C-News wasn`t as bad as I expected... could have done better... but today we did a great show...,positive
just got home from church. The Service was good,positive
"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",positive
 Hi Sharon Missed you on our x factor last year!!  Come Back!! x,positive
All of you can have fun tweeting all day while im cleaning hair  LOL,positive
The muse has me gripped firmly by the throat. Really enjoying my writing,positive
" haha, happened to me a lot of times. Know the feeling. Happy mums day to ur mom too delle",positive
Last night went really well. Got some cracking shots,positive
i wish i was at the beach already,positive
"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!",positive
had a funny time at neball against PLC  score: 48-3. what a game.,positive
Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,positive
 Extremely excited! i`m 15 days behind you,positive
 Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,positive
Happy Mother`s Day  http://bit.ly/LRSnG,positive
 has just voted for you. hope you win!,positive
Happy Star Wars Day! .... May the 4th Be with You!,positive
_0981 ohh that`s awesome of you  probably coulda gotten gifted tickets outta it from the foil queens LOL,positive
 you`re in London?! Wow! I`m near there,positive
 Well thank you.,positive
 good luck with the deer next weekend!! Hope it isn`t too cold or snowy,positive
Rachmaninoff makes me a happy panda.,positive
 the script are amaaazing! Rusty halo and i`m yours are my favourites,positive
finally over my sickness.,positive
" wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",positive
just done planting the garden...hope sun will shine soon!,positive
 hahaha. do it  you`ll have a blast.,positive
 night Diana and if you travel soon take care,positive
 whatsoever do you mean by `how I get down` lol I`m always sober,positive
  hope u feel better sweetie,positive
nice hair and nowhere to go,positive
At TGC concert  good to see old friends and remember the old times!,positive
_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,positive
 Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,positive
"Gorgeous weather, but no bike",positive
" Thanks Heather, glad you like the dish",positive
" wow, great to know a piece of software ensures our timely project delivery  #ProductNamingRulez",positive
 Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!,positive
$RZ Hope so.  Time will tell.  Good luck   $$,positive
 Thanks! (followed me back),positive
 ohh right; but it turned her curve into a right angle.... I just like her better curvey   thanks for letting me know though!,positive
"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!",positive
 you`re so lucky. we have 6 weeks until summer,positive
" have a great time in the Hamptons. Hope it`s for some relaxation, not for work",positive
_PopuLarEnt awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,positive
believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,positive
Is...Sayin Happy Mother`s Day 2 Everyone!!!!!,positive
 Oh gosh I hope so. How fun!,positive
 Cause its true!!! It would!!! Hahaha... I Love YOU,positive
 He`s a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,positive
 lol! I thought it was pretty funny too!,positive
 i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav,positive
Lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,positive
Heading downtown! Drinks and dancing!!,positive
 You`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,positive
Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,positive
had a nice brunch by the bay.. Thank God for Mommies!,positive
  i love you. don`t leave me!,positive
 I understand  Computers are fun again!,positive
 haha it will be interesting haha,positive
HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,positive
 Thanks bro but I`m awake already  How are you?,positive
At the coast. Too many people here i know.  i love you Nicci!,positive
its my birthday.....happy birthday to me!!!!,positive
 i wish i was outside,positive
" Hey Sam, happy mothers day",positive
" Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",positive
is going to her last full day of school. life is good.,positive
this thing was more fun with my itouch,positive
 congratulations,positive
 EPIC moment! hahahha i swear.. i really wanna see it,positive
Done some positive affirmation now back to the Japanese yay for bank holiday Monday,positive
"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",positive
OO YAY 39 FOLLOWERS I WANT 100  HELP ME,positive
Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,positive
he`s pretty cute.,positive
best show of my life. mcfly rocks my world  i wanna meet you guys ;;,positive
Might be in the middle of a perfect weekend...,positive
 i know  mark is still one of my favorite boys ever. So nice and adorable.,positive
recovering from being sick ... anyone want to bring me soup?,positive
looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,positive
 Very funny Thanks,positive
 I love it...that`s going to be one of my new fave quotes.,positive
_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,positive
just watched JONAS. It was funny.,positive
 I`m out of town next week   We`ll have to party when I get back. Happy early Birthday!,positive
Happy Birthday tooo meeee... Happy Birthday tooo meeee...,positive
wow tiz almost midnite o_O bedtime for me!! ha gnite gorgeous ppl  *HADtheBESTdayEVER*,positive
The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,positive
 oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD,positive
 Pad Thai is my favourite,positive
yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,positive
" That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",positive
 http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,positive
"Gonna WoW for a bit. Later, Twitter <3",positive
45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,positive
_05 I know booskie. HE is everywhere I am. & U too. Thank u for the reassurance! I love u.,positive
"    WOW!  That is so awesome, Andre!   It will be great, I know!  Can`t wait.   And you dad`s aren`t so bad either!",positive
 hahahahahahahahahahahahaha  that could be interesting,positive
"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",positive
 Thanks for the #followfriday!,positive
_Mel thanks that was nice of u and I appreciate u,positive
"hey life, i love you!   (translation: i love life!)",positive
 i hope its earlier. september is along time offf,positive
 Good luck on Monday!  Keep on rockin`,positive
My friends are awesome!   -- and the non Twitter ones here right now too!!,positive
" In case no one gave you a heads up, AT&T just put out an iPhone app for account management (MyWireless) I`d love to see a review",positive
i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.,positive
is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,positive
 i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,positive
 loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,positive
I`d rather sit on a bench with a friendly psychiatric patient than go a party with some 'cool' person,positive
MY best `thing` on the planet,positive
Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable,positive
 God bless you my dear friend...,positive
thanks kate too.  *kisses* Xoxo.,positive
wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,positive
"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",positive
 maybe she`s funny like a jester,positive
is having a quiet mothers day evening... happy mothers day to all the yummy mummies,positive
@_mamalaura night! So cute that K loves frogs  http://myloc.me/FI0,positive
Hurray for old friends with beer and lady friends!!!!,positive
 thanks.. that was quick..,positive
says it`s late. Goodnight people!,positive
_gregor Great avatar,positive
 good to know PLN`s Earthday doesn`t only happen in my neck of the woods,positive
"thx for all the nice 'it`s going to be alright' mails ... and yes, of course you can leave a comment on my blog ! cheers, i ll be napping",positive
 yay i found u!! i had a great time tonight!,positive
I am loving this beautiful monday morning!,positive
" hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",positive
_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x,positive
 haha its awesome i always have to use it when i eat,positive
" Easy, I`m trying to learn   Serious and normal....two new words for me ;)",positive
Happy Star Wars Day everyone! May the 4th be with you,positive
finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,positive
"ok.. BEST SNL episode i`ve seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G`nitey, tweet tweets!",positive
Good morning everyone i hope you all have a great day  even though  it is Monday keep on smiling,positive
 thanks  i love the word CRIKEY it`s like my sayin`,positive
 peter!! follow me!! oh and have fun in europe!,positive
 ay buti pa kayo!!!! uy thank you!!,positive
at BIF.... i love this buliding....,positive
"loves the new Mother`s Day snl digital short, mother lover, oohhhh cornyness",positive
"Star Wars day? I didn`t know there was a such thing  May the force, be with you <3",positive
" HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",positive
@ Nickchien _ i am happy to break my twitter virginity with you two.,positive
Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,positive
 i looooove me some star trek. runs in the family,positive
 Oh yah! My dad does that. But I don`t have a landline.,positive
http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,positive
 sounds good. Appreciate the suggestion. Been a week now and we`re still offline  Time to ask for a refund...,positive
 cute   Time for a twitpic ;),positive
 thanks will try to behave,positive
Happy Mother`s Day! I love my mommy,positive
"Morning, up early to travel to today`s game but reli happy my bro is coming to watch me  x",positive
"to  and , thanks for following me.",positive
" I love you, baby",positive
" Bill, absolutely fantastic programme. Loved the `cow bell` bit towards the end.",positive
 So you wouldn`t reply to my gorgeous hot pink shoe then?,positive
 wish you were sluttin it up w me  waaaaaaaaahhhh!!!,positive
any one watching justin timberlake on SNL? He is greattttt! So hilarious,positive
nice night  bed time; work from 4:30-8:45 tomorrow,positive
please?,positive
"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I`m going to be late",positive
Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I`m getting old,positive
 cool !! actually i believe T.I. has just begun his jail sentence in arkansas,positive
Saw the new Star Trek movie the other day. I strongly recommend it!,positive
Good morning to all- and welcome new followers!,positive
Lying in bed with my most favorit girl in the world. happy mommys day to me.,positive
 i would be looking forward to seeing you tonight if i was going,positive
is super happy at the new interest rate.  whoop whoop.,positive
" I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",positive
 totally! I`ve been waitin for somethin new and thought provoking at mj.name,positive
 bit excited are u bradie lol,positive
 so nice to meet you too!  is the best for bringing me along,positive
" well it sounds delicious! i`ll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",positive
Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!,positive
" haha, yeah i meant mall! -winks back-",positive
"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",positive
 love u!! and love mr. player! come visit me  i miss u girls,positive
 Hi Serena just want to say good luck in Madrid and Paris this month,positive
  i just want to wish your mom a happy mothers day!,positive
 thank you for the re-tweet,positive
 hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea,positive
Twas a good show. I even liked Ciara`s last song.   Time for me to go to bed. G`night!,positive
" Great stuff, can`t wait to hear it!",positive
hommmmmme! good day,positive
 Haha of course! That`s my favorite album of all time,positive
 one of my favorite quotes ever,positive
 Go girl!! Start your day out right...gotta love that!,positive
 Thanks for the well wishes and hope ur day is also quite successful,positive
Updating to the latest version of Adium now. What a great app!,positive
Happy #juddday everybody!,positive
Sitting outside with my laptop  Its kinda nice,positive
good night fellow Twitterati. back to work tomorrow,positive
Just want to wish everyond a Happy Mother`s Day. Hope it`s a great one!,positive
Chilling at home,positive
" You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",positive
Happy Mothers Day,positive
" Happy Mothersday btw! Look at the bright side, you can chill all day today",positive
finished watching the movie `mirrors`. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...,positive
"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only",positive
 g`mornin,positive
"Monday mornin`, back to work today. Good thing I live my job.",positive
mum`s day - ended up being happy  not that it`s my day or anything....,positive
 haha check out our site its got some good ones too,positive
" Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting `in the flesh` too!",positive
With my baby drinking. God I love her,positive
_Nicole wow you are lucky  happy birthday!,positive
 ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,positive
I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something,positive
 Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,positive
going to look in the refrigerator for a taste snack to eat,positive
So treat your Mom`s like Queen`s cuz they are,positive
" although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",positive
"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",positive
_trick It`s all good  The next 6 months are going to be awesome.,positive
" Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",positive
 Her new cd is lovely.,positive
'The weather outside is weather' hahah made me feel better,positive
Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,positive
 hehehehe oh i love the Purate ENglish sooo much,positive
 ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,positive
" I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would`ve just come over lol",positive
Just got back from baby sitting. It went well.,positive
" Yeah I`ve been going there for the last month!!  SO amaaaazing, I`ll bring some back for you",positive
 Oh I had lots put on my desk during those years  I guess if they`ve done it to you then it would be ok to do it back lol,positive
 alredy had my chocolate  it is impossible to resist ;),positive
" Happy Birthday, David",positive
the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,positive
"_you Ah! Haha that`s exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI",positive
 the step show was fantabulous! (hi  !) my sis`s group won 2nd in their division and 2nd in the show overall! WHOO!,positive
 http://tinyurl.com/c33ffv thats what im making for dinner very yummy,positive
" and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them",positive
 - so sweet  why aren`t you out livin` it up this saturday night?,positive
 i wish i was still in my jams,positive
In this exact moment i have decided that in some point in my life.. i am going to adopt a child,positive
" wow,that must be sooo cool",positive
_benson loved the #MacarAMBER!!!,positive
thanx peeps 4 following me,positive
 imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool,positive
 seen u a couple of times. Liked it,positive
 voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset,positive
 *bows* glad to be of service,positive
 HA ha - how much?  Thanks for starting to follow me.,positive
"You make me smile....it will get better, you have to believe that",positive
 I really ought to pay more attention to my phone tweets... Sure! The more moives the better.,positive
 'Perfect Practice makes Perfect',positive
Heading to XS with Nadia!! Yeee!,positive
"damnnn this day came to fast, but i cherished all the moment i had",positive
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,positive
 I like your new profile pic. Very cute,positive
" haha we just say two weeks, but please do continue with the BrE it`s great",positive
 lol trying to take after her old man eh? Good for her! hehehe very cute!,positive
what fun!  I got retweeted by a bot,positive
 thanks!,positive
Great day. And another one awaits,positive
 Happy Mother`s Day!  Hugs~,positive
"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*",positive
 hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,positive
Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria,positive
In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,positive
" yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p",positive
" yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away.",positive
" http://twitpic.com/2uzx4 - haha, his heads bigger than yours! awwwh, lol",positive
45 minutes until im off from work. I guess i`ll go back to work in 15 minutes. It`s slow today thank god for one of those days,positive
"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That`s nice of Simon to take charge.",positive
happy mothers day to all motherssss!  <3333,positive
 If it doesn`t work out drop me a line. I would love to talk with you more about this,positive
 i had a blast at the sale today! had one pair of cords mis sized tho  but still worth it! might come back tomorrow! thankssss,positive
There are some great honey based recipes for you & the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week,positive
 Sounds good. 'This patch was brought to you by ...',positive
 how fun!  where is the twitpic! I had purple hair once...,positive
 I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1,positive
"  caww that sounds good, I hope you`re right",positive
_MandM Helaas.. En thanks!,positive
Happy Mothers day to all the Mom`s on there!!,positive
Good Morning Twitts! Another GloOmy day in NYC!,positive
" Hey, it`s good to see you here! Will now follow you. Would be nice to have a photo!",positive
 Time to reissue all  albums on vinyl!  yesss! that would be fab! fab! fab!,positive
Happy Star Wars Day!!! May The 4th Be With You!,positive
TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day,positive
 everythings fine now,positive
going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,positive
"-- I won`t feel guilty and like I should be revising stuff after today, haha",positive
These days have been looking better better betterrrrrrrr.,positive
happy mother`s day!  http://bit.ly/6fGxd,positive
" Mark Twain quote is spot on, my cat is a bugger when it comes to crime! Handy at times",positive
"such a long day, heading to bed  . iloveyou <3",positive
I am trying to figure out how to use Twitter,positive
 Am happy to provide backup support for all murderous rampages,positive
Going to woodland hills  gna swim and drink. Makin the best of a good day. Yee,positive
Good nite everybody!  <:Baby Boy:>,positive
in rye..happy mothers day mums  ily mummy  lol,positive
Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,positive
 happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya,positive
  holla happy early mother`s day,positive
  imnot aloud to call you!but i think your awesomeily!****,positive
 I used to love you lol...so awesome...I knew you`d have an 'experience' last night,positive
 http://twitpic.com/48gy0 -  He`s Well Cooool ;) Lovve The Ro&Co Shoooow,positive
 aww.. thanks bro!  glad I got u active on twitter!,positive
 Good Morning! It`s been a while since I`ve 'talked' to you   - Keep up the awesome tweets.,positive
Working working and working at www.redirlanda.es. Many hours spent but it worth!! LetÃ¯Â¿Â½s make Red Irlanda big,positive
Really wish I could have gone to  this weekend,positive
 heyy its ur bday?!!happy birthday!,positive
 that is a good pic  All the guys looked good yesterday tho..don`t ya think?,positive
Just saw the new Star Trek movie. It was so good!! Zachary Quinto is amazingggg,positive
Sushi joint was closed  but still had a nice lunch w/ Angel!,positive
'dream of a better world because it`s coming' -someone could live off of those words dude,positive
Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,positive
 agree completely. it`s all about attitude & chutzpah,positive
 Congratulations  xo,positive
needs a new job either closer to home or worth the drive,positive
Waking up at ungodly hours to go to work is starting to get old but at least the coffee is good,positive
"Popping out to see SAMSON AND DELILAH this arvo, hear it is good",positive
